Survey ID,"
Do you agree to participate?","
Are you responsible for water collection or treatment in this household?","
Survey Type","
Waterpoint ID","
AEP System ID","
Waterpoint Site Name","
Interviewer's Name","
Interview date","
Interview Start Time",Latitude,Longitude,"
Prefecture","
Sub-Prefecture","
Commune","
Town or Village Name","
Neighborhood (or village name if no neighborhoods)","
Interviewee's Gender","
What is the highest level of education obtained by the head of the household?","
Other type of education","
What is your household's main source of income?","
Other household income","
How many people live in your household in total, including yourself.","
What is your main source of drinking water in the WET/RAINY season?","
Other water source type during WET/RAINY season.","
Waterpoint ID (WET/RAINY season)","
Waterpoint Name (WET/RAINY season)","
What is your main source of drinking water in the DRY season?","
Other water source type during DRY season.","
Waterpoint ID (DRY season)","
(Waterpoint Name (DRY season)","
Where is that water collected from?","
How long does it take to go there, get water, and come back? (in minutes, don't collect, don't know)","
Number of minutes to collect water.","
In the last month, has there been any time when your household did not have sufficient quantities of drinking water when needed?","
Who usually goes to this source to fetch water for your household?","
How many trips did that person make in the last week?","
Is water always available from your main water source?","
What was the (main) reason you were unable to access sufficient quantities of water when needed? Select one.","If there is another reason why you were unable to collect enough water, please note it here.
Other reason for not collecting sufficient amounts of water.","How many hours a day is water accessible from the water point?
How many hours per day is water supplied on average?","
In the past month, for how many days was water from this source unavailable when needed? (Number of Days)","
Is this for personal, commercial or institutional use?","
Other reason for collecting water.","
Do you or your family ever suffer from stomach related illnesses/water-bourne diseases and how often does this occur?","
Do you still treat/process your water in any way to make it safe for drinking, food washing, and basic personal hygiene?","
What method do you use to make the water safe?","
Other method of filtering water.","
What is the reason for not making your water safe for drinking, food washing, and basic personal hygiene?","
If you had the means to purify water and choose to do this, which method would you most likely use?","
DRY SEASON - Technology: Traditional wood stove or stone fire","
DRY SEASON - Technology: Improved Wood Stove","
DRY SEASON - Technology: Charcoal Stove","
DRY SEASON - Technology: Gas Stove","
DRY SEASON - Technology: Kerosene Stove","
DRY SEASON - Technology: Electric Stove","
DRY SEASON - Technology: Other Cooking Technology","
For cooking, do you use different cooking technologies for the wet season than you do for the dry season?","
WET SEASON - Technology: Traditional wood stove or stone fire","
WET SEASON - Technology: Improved Wood Stove","
WET SEASON - Technology: Charcoal Stove","
WET SEASON - Technology: Gas Stove","
WET SEASON - Technology: Kerosene Stove","
WET SEASON - Technology: Electric Stove","
WET SEASON - Technology: Other Cooking Technology","
What is the main stove that you use for cooking if you use more than one stove?","
DRY SEASON - Fuel: Wood","
DRY SEASON - Fuel: Gas","
DRY SEASON - Fuel: Charcoal","
DRY SEASON - Fuel: Kerosene","
DRY SEASON - Fuel: Electricity","
DRY SEASON - Fuel: Crop Residues","
DRY SEASON - Fuel: Biogas","
DRY SEASON - Fuel: Animal Dung","
DRY SEASON - Fuel: Other fuel frequency","
DRY SEASON - Fuel: Other fuel type","
For cooking or boiling water, do you use different fuel types in the wet season than you do in the dry season?","
WET SEASON - Fuel: Wood","
WET SEASON - Fuel: Gas","
WET SEASON - Fuel: Charcoal","
WET SEASON - Fuel: Kerosene","
WET SEASON - Fuel: Electricity","
WET SEASON - Fuel: Crop Residues","
WET SEASON - Fuel: Biogas","
WET SEASON - Fuel: Animal Dung","
WET SEASON - Fuel: Other fuel frequency","
WET SEASON - Fuel: Other fuel type","
If you are using more than one fuel, which fuel do you mainly use for cooking?","
Where do you collect your fuel?","
How long does it take to go to the fuel source, get fuel, and come back?","
Number of minutes to collect fuel.","
How many trips were made to collect fuel in the last week?","
How many water storage containers: 5 liters","
How many water storage containers: 10 liters","
How many water storage containers: 15 liters","
How many water storage containers: 20 liters","
How many water storage containers: 25 liters","
How many water storage containers: other size","
What is the size of the other water container, in liters?","
Does your household have a storage container? Such as a barrel.","
If yes, how many liters does that storage container hold?","
Can you please show me where members of your household most often wash their hands?","
Observe availability of water at the place for handwashing.","
Observe availability of soap or detergent at the place for handwashing.","
Additional commentary.","
Interview completion time."
559,Yes,Yes,Planned AEP System,B903,AEP181,Dansi F,NABELMA Eddy,2022-12-07,11:03:00,5.687685,15.956382,Nana-Mambere,baoro,Bawi Tedoa,baoro,Yedonon 1,Women,Secondary,,Agriculture,,8,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),45,"No, access is still sufficient",Adult woman (over 15),28,"Yes, water is always available",The source is not accessible (no access),,24 hours a day,0,Staff,,Never,No,,,It is expensive,Add chlorine or product,3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Close to agricultural fields,Number of minutes (specify),240,3,0,0,0,0,0,1,40,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,Nothing to report,11:30:00
556,Yes,Yes,Planned AEP System,B903,AEP181,Dansi F,NABELMA Eddy,2022-12-07,10:33:00,5.686932,15.957495,Nana-Mambere,baoro,Bawi Tedoa,baoro,Yedonon 1,Women,Primary,,Agriculture,,7,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),30,"No, access is still sufficient",Girl (under 15),28,"Yes, water is always available",The source is not accessible (no access),,24 hours a day,0,Staff,,Once a month,No,,,It's taking too long,Add chlorine or product,3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Close to agricultural fields,Number of minutes (specify),120,3,0,0,0,0,1,2,40,No,,No hand washing place in the house or plot,,,Nothing to report,11:00:00
553,Yes,Yes,Planned AEP System,B903,AEP181,Dansi F,NABELMA Eddy,2022-12-07,09:58:00,5.686935,15.957099,Nana-Mambere,baoro,Bawi Tedoa,baoro,Yedonon 1,Women,Secondary,,Agriculture,,10,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),30,"No, access is still sufficient",Adult woman (over 15),28,"Yes, water is always available",The source is not accessible (no access),,24 hours a day,0,Staff,,Several times a month,No,,,It's taking too long,Add chlorine or product,3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Close to agricultural fields,Number of minutes (specify),180,4,0,0,0,0,0,2,40,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,No soap or detergent available,Nothing to report,10:29:00
550,Yes,Yes,Planned AEP System,B903,AEP181,Dansi F,NABELMA Eddy,2022-12-07,09:30:00,5.686774,15.955838,Nana-Mambere,baoro,Bawi Tedoa,baoro,Yedonon 1,Women,Secondary,,Agriculture,,5,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),60,"No, access is still sufficient",Adult woman (over 15),28,"Yes, water is always available",The source is not accessible (no access),,24 hours a day,1,Staff,,Several times a month,No,,,It is expensive,Add chlorine or product,3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Close to agricultural fields,Number of minutes (specify),150,3,0,0,1,0,0,1,40,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,Nothing to report,09:55:00
544,Yes,Yes,Planned AEP System,B903,AEP181,Dansi F,NABELMA Eddy,2022-12-07,08:29:00,5.686929,15.956698,Nana-Mambere,baoro,Bawi Tedoa,baoro,Yedonon 1,Women,Primary,,Agriculture,,5,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),45,"No, access is still sufficient",Adult woman (over 15),28,"Yes, water is always available",The source is not accessible (no access),,24 hours a day,0,Staff,,Several times a month,Yes,Add chlorine or product,,,Add chlorine or product,2,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,2,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Close to agricultural fields,Number of minutes (specify),180,3,0,0,0,0,0,2,30,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,No soap or detergent available,Nothing to report,08:56:00
571,Yes,Yes,Planned AEP System,B903,AEP181,Dansi F,NABELMA Eddy,2022-12-07,16:19:00,5.688052,15.957467,Nana-Mambere,baoro,Bawi Tedoa,baoro,Yedonon 2,Women,None,,Agriculture,,6,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),60,"No, access is still sufficient",Adult woman (over 15),21,"Yes, water is always available",The source is not accessible (no access),,24 hours a day,0,Staff,,Once a month,No,,,It's taking too long,Add chlorine or product,3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Close to agricultural fields,Number of minutes (specify),240,3,0,0,0,1,1,1,40,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,No soap or detergent available,Nothing to report,16:47:00
568,Yes,Yes,Planned AEP System,B903,AEP181,Dansi F,NABELMA Eddy,2022-12-07,15:51:00,5.687739,15.957894,Nana-Mambere,baoro,Bawi Tedoa,baoro,Yedonon 2,Women,Primary,,Agriculture,,10,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),45,"Yes, at least once",Adult woman (over 15),35,"Yes, water is always available",The source is not accessible (no access),,24 hours a day,0,Staff,,Several times a month,No,,,It's taking too long,To boil,3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Close to agricultural fields,Number of minutes (specify),180,5,0,0,0,2,1,1,25,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,Nothing to report,16:17:00
562,Yes,Yes,Planned AEP System,B903,AEP181,Dansi F,NABELMA Eddy,2022-12-07,11:47:00,5.687694,15.957268,Nana-Mambere,baoro,Bawi Tedoa,baoro,Yedonon 2,Women,Secondary,,Agriculture,,12,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),30,"No, access is still sufficient",Adult woman (over 15),28,"Yes, water is always available",The source is not accessible (no access),,24 hours a day,0,Staff,,Once a month,No,,,It is expensive,To boil,3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,2,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Close to agricultural fields,Number of minutes (specify),120,4,0,0,0,1,1,1,40,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,No soap or detergent available,Nothing to report,12:17:00
547,Yes,Yes,Planned AEP System,B903,AEP181,Dansi F,NABELMA Eddy,2022-12-07,09:00:00,5.686377,15.956441,Nana-Mambere,baoro,Bawi Tedoa,baoro,Yedonon 2,Women,Primary,,Agriculture,,6,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),45,"No, access is still sufficient",Adult woman (over 15),28,"Yes, water is always available",The source is not accessible (no access),,24 hours a day,0,Staff,,Once a month,No,,,It is expensive,To boil,3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Close to agricultural fields,Number of minutes (specify),120,2,0,0,0,0,1,1,30,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,Nothing to report,09:27:00
502,Yes,Yes,Planned AEP System,B926,AEP185,Karre E,MOSSALBAYE Armand,2022-12-07,09:31:00,5.691550,15.954026,Nana-Mambere,baoro,Bawi Tedoa,baoro,Yedonon 2,Women,None,,Casual Work,,6,Drilling with TDC,,A2428,Baoro Yedono,Drilling with TDC,,A2428,Baoro Yedono,Other place,Number of minutes (specify),25,"Yes, at least once",Adult woman (over 15),7,"No, but water is available most of the time",Water is too expensive (water price),,6-11 hours a day,1,Staff,,"Once, every few months",No,,,The water is already drinkable (improved source),Add chlorine or product,3,0,1,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,1,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Bought,Housekeeping does not collect (0 minutes),,,0,0,0,2,1,1,60,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,,09:46:00
655,Yes,Yes,Planned AEP System,B911,AEP183,Beautiful View B,DANGOLHO Job,2022-12-08,07:22:00,5.704377,15.941782,Nana-Mambere,baoro,Bawi Tedoa,baoro,Nice view,Women,Secondary,,Casual Work,,8,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),25,"No, access is still sufficient",Girl (under 15),7,"Yes, water is always available",The source is not accessible (no access),,24 hours a day,0,Staff,,"Once, every few months",No,,,I do not know how to do,To boil,3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Savannah,Number of minutes (specify),30,6,0,1,0,2,1,0,,No,,No hand washing place in the house or plot,,,,08:15:00
664,Yes,Yes,Planned AEP System,B900,AEP181,Dansi C,NGUEBATA Arlette,2022-12-08,08:05:00,5.689876,15.953061,Nana-Mambere,baoro,Bawi Tedoa,baoro,Dance 2,Women,Primary,,Formal Employment,,7,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),180,"No, access is still sufficient",Adult woman (over 15),7,"Yes, water is always available","Other, give details)",Water is always available,18-24 hours a day,0,Staff,,"Once, every few months",No,,,It is expensive,Add chlorine or product,3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Close to agricultural fields,Number of minutes (specify),300,6,0,0,0,1,0,0,,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,,08:37:00
661,Yes,Yes,Planned AEP System,B900,AEP181,Dansi C,NGUEBATA Arlette,2022-12-08,07:24:00,5.690682,15.952435,Nana-Mambere,baoro,Bawi Tedoa,baoro,Dance 2,Women,Primary,,Agriculture,,7,Unprotected well,,,,Unprotected well,,,,In its own yard or plot,Number of minutes (specify),5,"Yes, at least once",Adult male (over 15),7,"No, but water is available most of the time",Water is not available at the source (no water),Water is always available at the well,18-24 hours a day,0,Staff,,"Once, every few months",No,,,It is expensive,Add chlorine or product,4,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,4,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Close to agricultural fields,Number of minutes (specify),180,6,0,0,0,0,0,0,,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,The person does not have plates to keep water because the thieves have all stolen,07:56:00
532,Yes,Yes,Planned AEP System,B926,AEP185,Karre E,MOSSALBAYE Armand,2022-12-08,07:42:00,5.695187,15.954955,Nana-Mambere,baoro,Bawi Tedoa,baoro,Ombella Mpoko,Women,Primary,,Agriculture,,5,Improved or protected source,,,,Improved or protected source,,,,Other place,Number of minutes (specify),30,"No, access is still sufficient",Adult woman (over 15),7,"Yes, water is always available",The source is not accessible (no access),,24 hours a day,0,Staff,,"Once, every few months",No,,,I do not know how to do,Do not know,2,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,2,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Forest,Do not know,,,0,0,0,2,1,2,80,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,No soap or detergent available,,08:01:00
580,Yes,Yes,Planned AEP System,B903,AEP181,Dansi F,NABELMA Eddy,2022-12-08,08:13:00,5.687828,15.956772,Nana-Mambere,baoro,Bawi Tedoa,baoro,Yedonon 1,Women,None,,Agriculture,,9,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),30,"No, access is still sufficient",Adult woman (over 15),35,"Yes, water is always available",The source is not accessible (no access),,24 hours a day,0,Staff,,"Once, every few months",No,,,It's taking too long,To boil,3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Close to agricultural fields,Number of minutes (specify),120,6,0,0,1,1,0,1,40,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,Nothing to report,08:45:00
577,Yes,Yes,Planned AEP System,B903,AEP181,Dansi F,NABELMA Eddy,2022-12-08,07:37:00,5.688338,15.956123,Nana-Mambere,baoro,Bawi Tedoa,baoro,Yedonon 1,Women,Secondary,,Agriculture,,6,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),45,"No, access is still sufficient",Adult woman (over 15),35,"Yes, water is always available",The source is not accessible (no access),,24 hours a day,0,Staff,,Several times a month,No,,,There's no advantage for me,Add chlorine or product,3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Bought,Number of minutes (specify),10,14,3,0,0,3,1,1,50,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,Nothing to report,08:09:00
